24619745	3
25682074	1
25752562	1
26201402	3
26273192	3
26568208	3
26820943	1
26925684	3
26968398	3
27015557	3
27580659	3
27888421	3
28101798	3
28198380	3
28377481	1
28618929	3
28653902	3
28958991	3
30391405	3
30397860	3
30405852	3
30419345	3
30419349	3
10022033	1
10025425	4
10025444	1
10025576	1
20578946	1
21263000	2
21263000	2
21549079	4
21706501	2
22011734	2
23211900	2
23239255	2
24939608	2
26952712	4
28211982	2
28267727	4
28296849	4
28618888	4
28911804	2
29271604	2
8001324	2
23954459	4
24032991	4
25008444	4
27241659	4
12677556	0
15231740	0
17574030	0
21246219	0
23716571	0
24316073	0
24611735	0
24695551	0
25458167	0
25672202	0
26103456	0
26586152	0
26846096	0
27442694	0
27488999	0
27571505	0
28174811	0
29039417	0
8270381	0
8667262	0
8712208	1
